artist,song,data
 5 Seconds Of Summer ,Bad Dreams,You look so beautiful No one but me knows you're insane I feel so damn pathetic My friends just don't get it 'Cause you've got me under oath Before you I was in a fucking rut One day you are in the past That night I ask you back  It started out just harmless fun Now you've got me thinking you're the one  'Cause if you wanna take me home You know I'm ready to leave You've got me under your spell Please don't set me free 'Cause I've been having all these nightmares Seeing you is my only way of Feeling so defenseless But I'm telling you I wouldn't change a thing  You've got me feeling strange Cause I love to hate you so damn much But I can't think of leaving Cause you're what keeps me breathing It started out just harmless fun Now you've got me thinking you're the one  'Cause if you wanna take me home You know I'm ready to leave You've got me under your spell Please don't set me free 'Cause I've been having all these nightmares Seeing you is my only way of Feeling so defenseless But I'm telling you I wouldn't change a thing  Cause if you wanna take me home You know I'm ready to leave You've got me under your spell Please don't set me free  'Cause if you wanna take me home You know I'm ready to leave You've got me under your spell Please don't set me free 'Cause I've been having all these nightmares Seeing you is my only way of Feeling so defenseless But I'm telling you I wouldn't change a thing4EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,All I Need,When I saw your face I knew I'd do anything to try to get to you I don't even know your name You got me frozen in place and I can't move  Your lips are like dynamite (your lips are like dynamite) Your eyes had me alive (shining light) I refused to hold you close I've been wrong  You're all I need so shout it out I fall to my knees when you're around Time stands still And you don't even try I've got to have you in my life  (Oh-oh) Tell me that you need me (Oh-oh) I've got you on my mind (Oh-oh) Tell me that you need me (Oh-oh) Run away with me tonight  You've got the keys to make me start Don't have my license Let's make out in your dad's car I tried to make him laugh You looked my way but you just smiled Then walked right by Your lips are like dynamite (your lips are like dynamite) Your eyes had me alive (shining light) I refused to hold you close I've been wrong  You're all I need so shout it out I fall to my knees when you're around Time stands still And you don't even try I've got to have you in my life  (Oh-oh) Tell me that you need me (Oh-oh) I've got you on my mind (Oh-oh) Tell me that you need me (Oh-oh) Run away with me tonight  And there she goes again Telling me to run away It's time to take a chance So I'll scream my lungs out She said soon we'll run away Heart starts beating She says we'll find a plan She says You're all I need so shout it out I fall to my knees when you're around Time stands still And you don't even try I've got to have you in my life  (Oh-oh) Tell me that you need me (Oh-oh) I've got you on my mind (Oh-oh) Tell me that you need me (Oh-oh) Run away with me tonight1EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Over and Over,You know something I don't It's not like you to be cold Every night replayed over and over You say things that I don't You make me feel alone Every night replayed over and over  You say it's no concern And everything's alright Sometimes we all get burnt And then we try to hide And I know  and I know  and I know And I know we're wrong We should have let things slide  And when the night gets dark And there's no way back I'll call your name But it's fading  we're fading  You know something I don't It's not like you to be cold Every night replayed over and over You say things that I don't You make me feel alone Every night replayed over and over So many times you say You're staying out tonight I wish that I could just walk away But I won't leave you behind  Cause when the night gets dark And there's no way back I'll call your name But it's fading  we're fading  You know something I don't It's not like you to be cold Every night replayed over and over You say things that I don't You make me feel alone Every night replayed over and over  Well I won't be back no more Just like I did before Always thinking that it's gonna be alright I'm gonna start again This time I won't pretend That you're coming back into my life You know something I don't It's not like you to be cold Every night replayed over and over  You know something I don't It's not like you to be cold Every night replayed over and over You say things that I don't You make me feel alone Every night replayed over and over8EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Old Me (Demo),Shout out to the old me and everything you showed me Glad you didn't listen when the world was trying to slow me No one could control me  left my lovers lonely Had to fuck it up before I really got to know me  Never a night alone  anywhere you wanna go Woke up in the mornin' wearin' someone else's clothes Pictures in my phone with people I don't know Woke up in the mornin'  how the hell'd I make it home?  And they wondered how long I could keep it up While I wondered if I'd ever  if I'd ever get enough And I did some shit I never should've done  eh-eh I would do it over now  I'd do it over  Shout out to the old me and everything you showed me Glad you didn't listen when the world was trying to slow me No one could control me  left my lovers lonely Had to fuck it up before I really got to know me  eh-eh All of the mistakes I made  I made  I made  I made Whatever the price I paid  I paid  I paid  I paid Shout out to the old me and everything you showed me Had to fuck it up before I let you get to know me  eh-eh I went and ran up a couple of milli' Now everybody want to make money with me Nobody wanted to struggle with me Now they wanna get triple-doubles with me You will do as you told  I do whatever I want Celebrate success  confetti Remember forever  you can not forget me Not only do I got drip  I got sauce  yeah  yeah  yeah (Uh) I'm winnin' every day  they taking loss  yeah  yeah  yeah Look at his watch  my wrist take a shit on his He can't do the shit I did (Did)  Shout out to the old me and everything you showed me Glad you didn't listen when the world was trying to slow me No one could control me  left my lovers lonely Had to fuck it up before I really got to know me  eh-eh All of the mistakes I made  I made  I made  I made Whatever the price I paid  I paid  I paid  I paid Shout out to the old me and everything you showed me Had to fuck it up before I let you get to know me  eh-eh  Another round here we go  goin' in blow for blow Lookin' to the mirror  take the punches that I throw I'm constantly reminded  of all the compromises By the people from the past that have a hard time letting go  yeah And they wondered how long I could keep it up While I wondered if I'd ever  if I'd ever get enough And I did some shit I never should've done  eh-eh I would do it over now  I'd do it over  Shout out to the old me and everything you showed me Glad you didn't listen when the world was trying to slow me No one could control me  left my lovers lonely Had to fuck it up before I really got to know me  eh-eh All of the mistakes I made  I made  I made  I made Whatever the price I paid  I paid  I paid  I paid Shout out to the old me and everything you showed me Had to fuck it up before I let you get to know me  eh-eh  Devil at my door Got me knockin'  knockin'  knockin' on the other side Ashes on the floor But I'm walkin'  walkin'  walkin' outta here alive  Shout out to the old me and everything you showed me Glad you didn't listen when the world was trying to slow me (The world was trying to slow me  yeah) No one could control me  left my lovers lonely (Lonely) Had to fuck it up before I really got to know me  eh-eh All of the mistakes I made  I made  I made  I made Whatever the price I paid  I paid  I paid  I paid (Yeah) Shout out to the old me and everything you showed me (Yeah  the old me) Had to fuck it up before I let you get to know me  eh-ehEmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Hearts Upon Our Sleeve,Incredible scenes at BBC Radio 1 As Scott Mills and 5 Seconds of Summer have made a football song It's 5 Seconds of Summer and Scott Mills: 1 Everyone else: nil  We wear our hearts upon our sleeve  There's a part of my heart that you'll never change There's a dream so alive  it's an endless flame And you can't keep us down  cause we'll always come back again  always come back again For the highs and the lows  for the rise and falls And the times that you thought you'd given your all For a night and a dream and those moments you'll never get back again  never get back again  Cause the world is at our feet  We've been through a thousand heartbreaks But you know we still believe We wear the same shirts as our fathers And our hearts upon our sleeve And don't stop us now we've started Cause there's no one we can't beat We wear the same shirts as our fathers And our hearts upon our sleeve We wear our hearts upon our sleeve Hear the crowd in the stands and out in the streets Every fan  everywhere  on the edge of their seats It's a beautiful day for a beautiful game  beautiful game See the players run out and the anthems ring And you're singing so hard you can't hear a thing But the beat of your heart as it's beating you up again  beating you up again  Cause the world is at our feet  We've been through a thousand heartbreaks But you know we still believe We wear the same shirts as our fathers And our hearts upon our sleeve And don't stop us now we've started Cause there's no one we can't beat We wear the same shirts as our fathers And our hearts upon our sleeve We wear our hearts upon our sleeve  5 Seconds of Summer 'til the end of the game The joy  the heartache  the tension  the pain The striker shoots  there's a roar from the crowd They think it's all over  it is now It's our generic football anthem to be sung around the world And we hope it doesn't sound like any others that you've heard Don't stop us now we've started Cause there's no one we can't beat We wear the same shirts as our fathers And our hearts upon our sleeve We wear our hearts upon our sleeve13EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,No Roots (Cover),I like digging holes and hiding things inside them When I grow old  I hope I won't forget to find them 'Cause I've got memories and travel like gypsies in the night I build a home and wait for someone to tear it down Then pack it up in boxes  head for the next town running 'Cause I've got memories and travel like gypsies in the night  And a thousand times I've seen this road A thousand times  I've got no roots But my home was never on the ground I've got no roots But my home was never on the ground I've got no roots  I've got no roots I've got no roots But my home was never on the ground I've got no roots But my home was never on the ground I've got no roots  I've got no roots  I like standing still but that's just a wishful plan Ask me where I come from  I'll say a different land But I've got memories and travel like gypsies in the night I count gates and numbers  then play the guessing game It's just the place that changes  the rest is still the same But I've got memories and travel like gypsies in the night And a thousand times I've seen this road A thousand times  I've got no roots But my home was never on the ground I've got no roots But my home was never on the ground I've got no roots  I've got no roots I've got no roots But my home was never on the ground I've got no roots But my home was never on the ground I've got no roots  I've got no roots  I like digging holes  hiding things inside them When I grow old  I won't forget to find them1EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Superhero," x4 Na Na Na Na Na Na Na Na Na Na Na Na Na Na Hey  Eddie never went nowhere He stayed at home and played his Xbox He read too many comics He watched too much TV Then somehow it got around That his parents would be out of town And so they all decided That he should have a party Climbing through the windows They were jumping off the roof They were diving in the pool Until he finally let loose  He said tonight I'm superhero Watch me fly I'll never get low And I won't come down again (No no no) Tonight I'm superhero I'm about to lose my halo I wanna do it again He had never got any But this is the night his luck would change She wore those thick black glasses But she was so sexy Then they started throwin' bottles Partied 'til they trashed the whole house But he just didn't care though Cause he was finally happy She met him on the staircase Clark Kent and Lois Lane They started making out and it would never be the same  He said tonight I'm superhero Watch me fly I'll never get low And I won't come down again (No no no) Tonight I'm superhero I'm about to lose my halo I wanna do it again  Neighbors came at midnight screaming ""Turn that music down!"" They said  ""Where the hell is Eddie?"" He was nowhere to be found He said tonight I'm superhero Watch me fly I'll never get low And I won't come down again  He said tonight I'm superhero Watch me fly I'll never get low And I won't come down again (No no no) Tonight I'm superhero I'm about to lose my halo I wanna do it again  1  2  3  4 Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na Na5EmbedShare URLCopyEmbedCopy"
 5 Seconds Of Summer ,Everything I Want,They can say what they say I just want you to believe But these clouds are still dark I have loved from the start  But you're so beautiful And you're incredible Irreplaceable I never wanna lose my baby  But you are everything I want And everything I need It's all because of you I can barely breathe When we wake up in the morning It's a brighter day We sail the high seas 'Cause baby you and me We can always be I just wanna call you mine  I get down on one knee Baby  please  please take me Whisper in reply With a tear in your eye But you're so beautiful And you're incredible Irreplaceable I never wanna lose my baby  But you are everything I want And everything I need It's all because of you I can barely breathe When we wake up in the morning It's a brighter day We sail the high seas 'Cause baby you and me We can always be I just wanna call you mine  Take take take me all away There's nothing left to say Now I feel remorse Take take take it all away There's nothing left to feel Than the pain you gave to me But you are everything I want And everything I need It's all because of you But you are everything I want And everything I need It's all because of you I can barely breathe When we wake up in the morning It's a brighter day We sail the high seas 'Cause baby you and me We can always be I just wanna call you mine3EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Good Girls (Single Version),"She's a good girl  she's Daddy's favourite He's saved for Harvard  he knows she'll make it She's good at school  she's never truant She can speak French  I think she's fluent  Cause every night she studies hard in her room At least that's what her parents assume But she sneaks out the window to meet with her boyfriend Here's what she told me the time that I caught 'em  She said to me  forget what you thought Cause good girls are bad girls that haven't been caught So just turn around and forget what you saw Cause good girls are bad girls that haven't been caught  She's a good girl  a straight A-student She's really into all that self-improvement I swear she lives in that library But if you ask her she'll say ""That's where you'll find me""  But if you look then you won't find her there She may be clever but she just acts too square Cause in the back of the room where nobody looks She'll be with her boyfriend She's not reading books She said to me  forget what you thought Cause good girls are bad girls that haven't been caught So just turn around and forget what you saw Cause good girls are bad girls that haven't been caught Good girls are bad girls and good girls are bad girls Good girls are bad girls and good girls are bad girls  She's a good girl  hasn't been caught She's a good girl  hasn't been caught  She said to me  forget what you thought Cause good girls are bad girls that haven't been caught So just turn around and forget what you saw Cause good girls are bad girls that haven't been caught Good girls are bad girls and good girls are bad girls Good girls are bad girls and good girls are bad girls  Good girls are bad girls that haven't been caught Good girls are bad girls that haven't been caught Good girls are bad girls that haven't been caught1EmbedShare URLCopyEmbedCopy"
 5 Seconds Of Summer ,AUSTRALIA IS ON FIRE.,"The prime minister. ""I can't even hold a hose. What can I do?"" I have some ideas: 1. Reprimand that idiot that said the victims don't matter because they probably voted green 2. Apologise for saying the fire fighters enjoy it 3. Visit the affected areas 4. Prepare refreshments. Spend the whole day making sandwiches 5. Mobilise the armed forces 6. Pull the premiers together to toughen arson laws 7. Prohibit the sale of fireworks Australia-wide which have started some of these fires. And toughen possession and igniting laws 8. Show some empathy for the families of the heroes that died. State funerals  unlimited counselling  pension. Donate your own damn payrise to them 9. Send immediate money to wildlife rescue You get paid a fortune to have ideas. Start leading Scomo you are a fucking cunt DO SOMETHING2EmbedShare URLCopyEmbedCopy"
 5 Seconds Of Summer ,Youngblood (Acoustic),Remember the words you told me Love me till the day I die Surrender my everything 'Cause you made me believe you're mine Yeah  you used to call me baby Now you're calling me by name It takes one to know one  yeah You beat me at my own damn game  You push and you push and I'm pulling away Pulling away from you I give and I give and I give and you take Give and you take  Youngblood Say you want me  say you want me Out of your life And I'm just a dead man walking tonight But you need it  yeah you need it All of the time Yeah ooh  ooh  ooh Youngblood Say you want me  say you want me Back in your life So I'm just a dead man crawling tonight 'Cause I need it  yeah I need it All of the time Yeah ooh  ooh  ooh Lately our conversations End like it's the last goodbye Till one of us gets too drunk And calls about a hundred times So who you been calling baby? Nobody could take my place When you looking at those strangers Hope to God you see my face  Youngblood Say you want me  say you want me Out of your life And I'm just a dead man walking tonight But you need it  yeah you need it All of the time Yeah ooh  ooh  ooh Youngblood Say you want me  say you want me Back in your life So I'm just a dead man crawling tonight 'Cause I need it  yeah I need it All of the time Yeah ooh  ooh  ooh You push and you push and I'm pulling away Pulling away from you I give and I give and I give and you take Give and you take You're running around and I'm running away Running away from you Ooh  from you  Youngblood Say you want me  say you want me Out of your life And I'm just a dead man walking tonight But you need it  yeah you need it All of the time Yeah ooh  ooh  ooh Youngblood Say you want me  say you want me Back in your life And I'm just a dead man running tonight But you need it  yeah you need it All of the time Yeah ooh  ooh  ooh  You push and you push and I’m pulling away Pulling away from you I give and I give and I give and you take Give and you take Youngblood Say you want me  say you want me Out of your life And I’m just a dead man walking tonightEmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Perfect Disguise,Take a left at the exit please He's gotta get out of this body His lungs collapse on the side of his guitar Regrets with nothing left so far 'Cause he knows when or not to play himself  He wears the perfect disguise That keeps them on their feet Trying to play Prince Charming When he's dying within Tells himself he gotta be loved Tells himself he's going to steal the scene He's asking the question Whether he's messing around or he's serious  Take a right over here  please and thank you 'Cause he gotta get his head outta the sky And a decision to lie to keep him fine 'Cause he knows when or not to play himself  He wears the perfect disguise That keeps them on their feet Trying to play Prince Charming When he's dying within Tells himself he gotta be loved Tells himself he's going to steal the scene He's asking the question Whether he's messing around or he's serious Time can't buy what we're looking for It's like an island  oppressed and we're poor If this turns out the way it's supposed to go I'll see you tonight when everything's so blind in the lights  He wears the perfect disguise That keeps them on their feet Trying to play Prince Charming When he's dying within He tells himself he's gotta be loved He tells himself he's going to steal the scene He's asking the question Whether he's messing around or he's serious8EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Drown (Cover),One  two  three  hey!  What doesn't kill you makes you wish you were dead Got a hole in my soul growin’ deeper and deeper and I can’t take One more moment of this silence  the loneliness is hauntin’ me And the weight of the world’s gettin’ harder to hold up  It comes in waves  I close my eyes Hold my breath and let it bury me I’m not okay and it’s not alright Won’t you drag the lake and bring me home again?  Who will fix me now? Dive in when I’m down? Save me from myself  don’t let me drown Who will make me fight? Drag me out alive? Save me from myself  don’t let me drown  What doesn’t kill you leaves you broken instead Got a hole in my soul growin’ deeper and deeper and I can’t take One more moment of this silence  the loneliness is hauntin’ me And the weight of the world’s gettin’ harder to hold up It comes in waves  I close my eyes Hold my breath and let it bury me I’m not okay and it’s not alright Won’t you drag the lake and bring me home again?  Who will fix me now? Dive in when I’m down? Save me from myself  don’t let me drown Who will make me fight? Drag me out alive? Save me from myself  don’t let me drown  ‘Cause you know that I can’t do this on my own ‘Cause you know that I can’t do this on my own (don't let me drown) ‘Cause you know that I can’t do this on my own (don't let me drown) ‘Cause you know that I can’t do this on my own (don't let me drown) ‘Cause you know that I can’t do this on my own (don't let me drown) ‘Cause you know that I can’t do this on my own (don't let me drown) ‘Cause you know that I can’t do this on my own ‘Cause you know that I can’t do this on my own (don't let me drown)EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Festival Song,Argentina South Korea Russia  Sweden Rock in Rio Japan and Lima And Manila Or in Chile And back to Brazil Copenhagen doesn't rhyme with anything Copenhagen doesn't rhyme with anything These are the places we go (ahhh) We hope you enjoy the show In no particular order  Join us Have a beautiful time1EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Don’t Stop (Ashton Demo Vocal),You're like perfection  some kind of holiday You got me thinking that we could run away You want  I’ll take you there You tell me when and where  oh-oh  oh  oh  But then I asked for your number  said you don’t have a phone It’s getting late now  I gotta let you know That everybody wants to take you home tonight But I’m gonna find a way to make you mine  Don’t stop  keep doing what you’re doing Every time you move to the beat It gets harder for me And you know it  know it  know it Don’t stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know it  You're coming close now  swear I can taste it You got me tongue-tied  I can't escape it I’m loving what you got But then you push me off  oh-oh  oh  oh And everybody wants to take you home tonight But I’m gonna find a way to make you mine  Don’t stop  keep doing what you’re doing Every time you move to the beat It gets harder for me And you know it  know it  know it Don’t stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know it  Every day it’s the same All the games that you play Back and forth  round and round Kinda like it this way Don’t stop  keep doing what you’re doing 'Cause everytime you move to the beat It gets harder for me And you know it  know it  know it  ha!  Don’t stop  keep doing what you’re doing Every time you move to the beat It gets harder for me And you know it  know it  know it Don’t stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know it Don’t stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know itEmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Long Way Home (Acoustic),So we're taking the long way home  Take me back to the middle of nowhere  back to the place only you and I share Remember all the memories? The fireflies and make-believe Kicking back in the old school yard  singing songs on our guitars This is our reality  crazy stupid  you and me  We know this is the way it’s supposed to be  So we’re taking the long way home 'Cause I don’t wanna be wasting my time alone I wanna get lost and drive forever with you Talking 'bout nothing  yeah whatever baby So we’re taking the long way home tonight  Ooh  we’re taking the long way home  ooh  Now we’re stuck in the middle of nowhere Yeah  you know we took our time to get there We're hiding out in a dream  catching fire like kerosene And you know I’d never let you down 'Til the sun comes up  we can own this town Something like make-believe  living in a movie scene We know this is the way it’s supposed to be  So we’re taking the long way home 'Cause I don’t wanna be wasting my time alone I wanna get lost and drive forever with you Talking 'bout nothing  yeah whatever baby So we’re taking the long way home  Hittin' every red light  kissing at the stop signs  darling Green Day’s on the radio And everything is alright Now we’re turning off the headlights  darling We're just taking it slow  So we’re taking the long way home 'Cause I don’t wanna be wasting my time alone I wanna get lost and drive forever with you Talking 'bout nothing  yeah whatever baby So we’re taking the long way home  Hittin' every red light  kissing at the stop signs  darling Green Day’s on the radio And everything is alright Now we’re turning off the headlights  darling We're just taking it slow We're taking the long way home (Ooh) We're taking the long way home (Ooh) We're taking the long way home2EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Don’t Stop (Acoustic),You're like perfection  some kind of holiday You got me thinking that we could run away You want  I'll take you there Just tell me when and where  oh  oh-oh-oh But then I asked for your number Said you don't have a phone It's getting late now  I gotta let you know  That everybody wants to take you home tonight But I'm gonna find a way to make you mine  Don't stop  keep doin' what you're doin' Every time you move to the beat It gets harder for me And you know it  know it  know it  You're coming close now  swear I can taste it You got me tongue tied  I can't escape it I'm loving what you got But then you push me off  oh oh-oh-oh  And everybody wants to take you home tonight But I'm gonna find a way to make you mine Don't stop  keep doin' what you're doin' Every time you move to the beat It gets harder for me And you know it  know it  know it And don't stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know it  Every day is the same  all the games that you play Back and fourth  'round and 'round  kinda like it this way Don't stop  keep doin' what you're doin' Every time you move to the beat It gets harder for me And you know it  know it  know it  Don't stop  keep doin' what you're doin' Every time you move to the beat It gets harder for me And you know it  know it  know it And don't stop (don't stop  stop what you're doin') 'Cause you know that I like it (you know that  you know that I like it) Every time you walk in the room You got all eyes on you And you know it  know it  know itEmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Lie To Me (Acoustic),I saw you looking brand new overnight And I caught you looking too  but you didn't look twice You look happy  oh no You look happy  no  no  oh  Flashing back to New York City Changing flights so you stay with me Remember thinking that I got this right  Now I wish we never met 'Cause you're too hard to forget While I'm cleaning up your mess I know he's taking off your dress And I know that you don’t  but if I ask you if you love me I hope you lie  lie  lie  lie  lie to me  It's 3 AM and the moonlight’s testing me If I can make it 'til dawn  then it won’t be hard to see That I ain’t happy  no  oh I ain't too happy  mmm  Flashing back to New York City Changing flights so you stay with me Problem was I thought I had this right Now I wish we never met 'Cause you're too hard to forget While I'm cleaning up your mess I know he's taking off your dress And I know that you don’t  but if I ask you if you love me I hope you lie  lie  lie  lie  lie to me  Singing  lie  lie  lie  lie  lie Li-li-lie  lie  lie  lie  lie Lie  lie  lie  lie  lie Li-li-lie  lie  lie  lie  lie And I know that you don’t  but if I ask you if you love me I hope you lie  lie  lie  lie  lie to meEmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Year 3000 (Cover),"One day when I came home at lunchtime I heard a funny noise Went out to the back yard to find out if it was One of them rowdy boys Stood there was my neighbour called Peter And a Flux Capacitor  He told me he built a time machine Like the one in a film I've seen  He said  ""I've been to the year three thousand Not much has changed but they live under water And your great-great-great-granddaughter Is pretty fine (pretty fine)""  He took me to the future in the Flux thing and I saw everything Boy bands and another one and another one and another one Triple breasted women swim around town... totally naked  He told me he built a time machine Like the one in a film I've seen He said  ""I've been to the year three thousand Not much has changed but they live under water And your great-great-great-granddaughter Is pretty fine (pretty fine)""  I took a trip to the year three thousand This song had gone multi-platinum Everybody bought our seventh album  He said ""I've been to the year three thousand Not much has changed but they live under water And your great-great-great-granddaughter Is pretty fine (she's pretty fine)"" He said  ""I've been to the year three thousand Not much has changed but they live under water And your great-great-great-granddaughter Is pretty fine (is pretty fine)""  He said ""I've been to the year three thousand""EmbedShare URLCopyEmbedCopy"
 5 Seconds Of Summer ,5SOS INFLUENCES Playlist,5 Seconds of Summer - Want You Back Lana Del Rey - Dark Paradise Jet - Look What You've Done Nancy Sinatra - Bang Bang (My Baby Shot Me Down) Joy Division - Love Will Tear Us Apart The Neighbourhood - Sweater Weather Coldplay - Magic The Cure - Lullaby Tears For Fears - Everybody Wants To Rule The World LCD Soundsystem - Daft Punk Is Playing At My House Chris Isaak - Wicked Game BØRNS - American Money Sufjan Stevens - Fourth of July1EmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,She Looks So Perfect (Acoustic),Hey  hey  hey  hey Hey  hey  hey  hey hey  Simmer down  simmer down They say we’re too young now to amount to anything else But look around  we worked too damn hard for this just to give it up now If you don’t swim  you’ll drown  but don’t move  honey  You look so perfect  standing there in my American Apparel underwear And I know now  that I’m so down Your lipstick stain is a work of art  I got your name tattooed in an arrow heart And I know now  that I’m so down Hey  hey Hey  hey  hey  hey Hey  hey  hey  hey  Let’s get out  let’s get out cause this deadbeat town’s only here just to keep us down While I was out  I found myself alone just thinking If I showed up with a plane ticket and a shiny diamond ring with your name on it Would you wanna run away too? Cause all I really want is you  You look so perfect  standing there in my American Apparel underwear And I know now  that I’m so down I made a mixtape straight out of ‘94  I’ve got your ripped skinny jeans lying on the floor And I know now  that I’m so down Hey  hey Hey  hey  hey  hey Hey  hey  hey  hey Hey  hey  hey  hey  hey  hey Hey  hey  hey  hey You look so perfect  standing there in my American Apparel underwear And I know now  that I’m so down Your lipstick stain is a work of art  I got your name tattooed in an arrow heart And I know now  that I’m so down Hey  hey  You look so perfect standing there in my American Apparel underwear And I know now  that I'm so down Your lipstick stain is a work of art  I got your name tattooed in an arrow heart And I know now  that I’m so down  Hey  hey  hey  hey  hey  hey Hey  hey  hey  hey You look so perfect  standing there in my American Apparel underwear And I know now  that I’m so down Your lipstick stain is a work of art  I got your name tattooed in an arrow heart And I know now  that I’m so down Hey  heyEmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Good Girls - Acoustic,"She said to me ""forget what you thought 'Cause good girls are bad girls that haven't been caught So just turn around and forget what you saw 'Cause good girls are bad girls that haven't been caught""  She's a good girl  she's Daddy's favourite He's saved for Harvard and he knows she'll make it She's good at school  she's never truant She can speak French  I think she's fluent 'Cause every night she studies hard in her room At least that's what her parents assume But she sneaks out the window to meet with her boyfriend Here's what she told me the time that I caught 'em  She said to me ""forget what you thought 'Cause good girls are bad girls that haven't been caught So just turn around and forget what you saw 'Cause good girls are bad girls that haven't been caught""  She's a good girl  a straight A-student She's really into all that self-improvement I swear she lives in that library 'Cause if you ask her she'll say ""that's where you'll find me"" But if you look then you won't find her there She may be clever but she just acts too square 'Cause in the back of the room where nobody looks She'll be with her boyfriend (She's not reading books) She said to me ""forget what you thought 'Cause good girls are bad girls that haven't been caught So just turn around and forget what you saw 'Cause good girls are bad girls that haven't been caught""  Do do do d-do do do do do do Good girls are bad girls and good girls are bad girls Do do do d-do do do do do do Good girls are bad girls and good girls are bad girls  She's a good girl Hasn't been caught (She's a good girl) She's a good girl (She's a good girl) Hasn't been caught  She said to me ""forget what you thought 'Cause good girls are bad girls that haven't been caught So just turn around and forget what you saw 'Cause good girls are bad girls that haven't been caught"" She said to me (She said to me) ""forget what you thought 'Cause good girls are bad girls that haven't been caught So just turn around (Just turn around) and forget what you saw 'Cause good girls are bad girls that haven't been caught"" Woah  oh oh Woah  oh oh Woah  oh oh Woah  oh ohEmbedShare URLCopyEmbedCopy"
 5 Seconds Of Summer ,Don’t Stop - Calum Demo Vocal,You're like perfection  some kind of holiday You got me thinking that we could run away You want  I’ll take you there You tell me when and where  oh-oh  oh  oh  But then I asked for your number  said you don’t have a phone It’s getting late now  I gotta let you know That everybody wants to take you home tonight But I’m gonna find a way to make you mine  Don’t stop  keep doing what you’re doing Every time you move to the beat It gets harder for me And you know it  know it  know it Don’t stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know it  You're coming close now  swear I can taste it You got me tongue-tied  I can't escape it I’m loving what you got But then you push me off  oh-oh  oh  oh And everybody wants to take you home tonight But I’m gonna find a way to make you mine  Don’t stop  keep doing what you’re doing Every time you move to the beat It gets harder for me And you know it  know it  know it Don’t stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know it  Every day it’s the same All the games that you play Back and forth  round and round Kinda like it this way  Don’t stop  keep doing what you’re doing 'Cause everytime you move to the beat It gets harder for me And you know it  know it  know it Don’t stop  keep doing what you’re doing Every time you move to the beat It gets harder for me And you know it  know it  know it Don’t stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know it Don’t stop 'cause you know that I like it Every time you walk in the room You got all eyes on you And you know it  know it  know itEmbedShare URLCopyEmbedCopy
 5 Seconds Of Summer ,Trust Me,When you're out with your friends  it makes me think about your deceased people This is going to be me who wants to be with you instead There's no different version of me and you We are capable of doing anything  Do you trust me  baby? Do you trust me when I say there's plenty I can do? Yeah  baby  do you trust me? I wanna have a girlfriend who trusts me  I feel heartbroken  my mom or dad doesn't trust me But nothing's wrong as long as I'm with you (Hmm) I'm capable of loving you as much as I can That same old love from my ex is gonе Now I'm happy to have you here  Do you trust mе  baby? Do you trust me when I say there's plenty I can do? Yeah  baby  do you trust me? I wanna have a girlfriend who trusts me  When you're broke  when you're hurt You can trust me Because I'm your all-time boyfriend No one else can trust you but me  I promise Do you trust me  baby? Do you trust me when I say there's plenty I can do? Yeah  baby  do you trust me? I wanna have a girlfriend who trusts me1EmbedShare URLCopyEmbedCopy
